CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1Pro 3 ; Serial number 0"
DESCRIPTOR	"patchs_2871"
FILTER	""
KEYWORD	"DEVCALSTD"
DEVCALSTD	"XRGA"
CREATED		"2020-08-25T10:06:24"

NUMBER_OF_FIELDS	5
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	
END_DATA_FORMAT

NUMBER_OF_SETS	2871
BEGIN_DATA
602	"602"	   98.00	  154.00	  210.00	
603	"603"	  126.00	  238.00	  238.00	
604	"604"	   98.00	   70.00	  238.00	
605	"605"	   28.00	  140.00	  224.00	
606	"606"	  224.00	    0.00	  168.00	
607	"607"	   84.00	  255.00	    0.00	
608	"608"	   42.00	   70.00	   14.00	
609	"609"	  182.00	  189.00	  182.00	
610	"610"	  126.00	  238.00	   42.00	
611	"611"	  126.00	  210.00	  238.00	
612	"612"	   56.00	  196.00	    0.00	
613	"613"	    0.00	  255.00	  168.00	
614	"614"	  224.00	  255.00	  168.00	
615	"615"	  168.00	  140.00	   84.00	
616	"616"	  140.00	  224.00	  112.00	
617	"617"	  126.00	  154.00	  126.00	
618	"618"	  224.00	   84.00	  140.00	
619	"619"	  182.00	  182.00	  210.00	
620	"620"	  154.00	  182.00	  126.00	
621	"621"	  224.00	  112.00	  168.00	
622	"622"	   98.00	  210.00	  154.00	
623	"623"	  154.00	  154.00	  154.00	
624	"624"	   28.00	   28.00	  196.00	
625	"625"	  252.00	  245.00	  252.00	
626	"626"	  182.00	  238.00	   70.00	
627	"627"	  168.00	  255.00	   28.00	
628	"628"	  140.00	    0.00	  168.00	
629	"629"	  154.00	  238.00	  126.00	
630	"630"	  210.00	   70.00	  126.00	
631	"631"	   70.00	   98.00	   70.00	
632	"632"	  182.00	   42.00	   42.00	
633	"633"	  126.00	  210.00	   98.00	
634	"634"	  112.00	  168.00	  196.00	
635	"635"	  112.00	    0.00	  224.00	
636	"636"	  112.00	   84.00	   84.00	
637	"637"	   56.00	   28.00	   84.00	
638	"638"	   28.00	  224.00	  196.00	
639	"639"	  112.00	    0.00	  140.00	
640	"640"	   28.00	  196.00	   28.00	
641	"641"	  154.00	  210.00	   98.00	
642	"642"	   28.00	   35.00	   28.00	
643	"643"	  140.00	   84.00	  168.00	
644	"644"	  196.00	   84.00	   28.00	
645	"645"	   28.00	  255.00	  255.00	
646	"646"	   42.00	  126.00	   42.00	
647	"647"	    0.00	    0.00	  168.00	
648	"648"	  140.00	  196.00	   84.00	
649	"649"	   84.00	  255.00	  140.00	
650	"650"	  182.00	  168.00	  182.00	
651	"651"	  168.00	  196.00	    0.00	
652	"652"	    0.00	  196.00	   84.00	
653	"653"	    0.00	  196.00	  255.00	
654	"654"	   63.00	   63.00	   63.00	
655	"655"	  126.00	  126.00	  210.00	
656	"656"	  112.00	  196.00	   84.00	
657	"657"	  238.00	  231.00	  238.00	
658	"658"	   70.00	  182.00	  126.00	
659	"659"	  238.00	   70.00	   42.00	
660	"660"	   70.00	   70.00	   98.00	
661	"661"	  238.00	  154.00	  126.00	
662	"662"	  196.00	  168.00	   56.00	
663	"663"	   70.00	  210.00	   98.00	
664	"664"	  182.00	  175.00	  182.00	
665	"665"	  112.00	  224.00	   84.00	
666	"666"	  168.00	   28.00	  224.00	
667	"667"	  112.00	   28.00	  224.00	
668	"668"	   42.00	  154.00	  210.00	
669	"669"	  196.00	    0.00	  196.00	
670	"670"	   84.00	   91.00	   84.00	
671	"671"	    0.00	  255.00	  255.00	
672	"672"	   98.00	  210.00	  126.00	
673	"673"	  182.00	   70.00	   14.00	
674	"674"	  168.00	   84.00	  140.00	
675	"675"	  210.00	  238.00	  210.00	
676	"676"	  112.00	  196.00	  255.00	
677	"677"	  255.00	    0.00	  255.00	
678	"678"	  168.00	  196.00	  255.00	
679	"679"	   42.00	  182.00	   98.00	
680	"680"	   56.00	  168.00	   28.00	
681	"681"	  126.00	   14.00	   70.00	
682	"682"	   14.00	  210.00	   42.00	
683	"683"	   84.00	   84.00	   84.00	
684	"684"	  161.00	  168.00	  161.00	
685	"685"	  210.00	  182.00	  126.00	
686	"686"	  224.00	  140.00	    0.00	
687	"687"	   56.00	  224.00	  112.00	
688	"688"	  154.00	   42.00	   14.00	
689	"689"	  112.00	   28.00	  196.00	
690	"690"	  255.00	  140.00	  168.00	
691	"691"	  182.00	  210.00	  154.00	
692	"692"	  154.00	  126.00	  154.00	
693	"693"	   84.00	  196.00	   28.00	
694	"694"	   98.00	  182.00	  210.00	
695	"695"	   70.00	   42.00	  210.00	
696	"696"	  112.00	  224.00	  255.00	
697	"697"	   28.00	  112.00	  140.00	
698	"698"	   70.00	  238.00	  126.00	
699	"699"	   28.00	  224.00	  255.00	
700	"700"	  112.00	  168.00	  112.00	
701	"701"	  238.00	  182.00	  210.00	
702	"702"	  255.00	    0.00	   84.00	
703	"703"	   14.00	  182.00	  126.00	
704	"704"	  154.00	  238.00	  182.00	
705	"705"	  196.00	  140.00	  224.00	
706	"706"	   42.00	  238.00	  182.00	
707	"707"	  126.00	   98.00	  126.00	
708	"708"	  196.00	   28.00	  224.00	
709	"709"	  168.00	  154.00	  168.00	
710	"710"	   28.00	  168.00	   28.00	
711	"711"	  112.00	  196.00	  168.00	
712	"712"	  168.00	  112.00	   56.00	
713	"713"	  126.00	  182.00	   98.00	
714	"714"	  168.00	   84.00	  224.00	
715	"715"	   14.00	   70.00	  126.00	
716	"716"	  182.00	   14.00	  238.00	
717	"717"	  255.00	  255.00	  112.00	
718	"718"	   28.00	    0.00	  140.00	
719	"719"	  224.00	  168.00	  140.00	
720	"720"	  182.00	   42.00	  126.00	
721	"721"	  238.00	   14.00	  238.00	
722	"722"	  154.00	   98.00	  182.00	
723	"723"	  196.00	  224.00	  196.00	
724	"724"	  168.00	  224.00	   56.00	
725	"725"	  168.00	  224.00	   84.00	
726	"726"	  168.00	  224.00	  168.00	
727	"727"	   56.00	   56.00	   56.00	
728	"728"	   28.00	   14.00	   28.00	
729	"729"	  168.00	    0.00	  168.00	
730	"730"	   84.00	   84.00	    0.00	
731	"731"	  238.00	  126.00	  238.00	
732	"732"	  255.00	   28.00	  112.00	
733	"733"	  238.00	  126.00	   14.00	
734	"734"	    0.00	    0.00	  196.00	
735	"735"	    0.00	  196.00	    0.00	
736	"736"	   98.00	  112.00	   98.00	
737	"737"	  126.00	   98.00	   98.00	
738	"738"	  224.00	   28.00	   84.00	
739	"739"	  126.00	   70.00	  154.00	
740	"740"	  238.00	   14.00	   98.00	
741	"741"	   56.00	  112.00	  196.00	
742	"742"	   28.00	  168.00	   84.00	
743	"743"	   84.00	  196.00	  140.00	
744	"744"	   56.00	   56.00	  224.00	
745	"745"	  126.00	  119.00	  126.00	
746	"746"	   84.00	  140.00	  255.00	
747	"747"	  168.00	  224.00	  224.00	
748	"748"	   84.00	   28.00	  112.00	
749	"749"	  210.00	  210.00	   42.00	
750	"750"	   98.00	  154.00	  126.00	
751	"751"	   98.00	  182.00	   70.00	
752	"752"	  255.00	  112.00	   56.00	
753	"753"	    0.00	  255.00	    0.00	
754	"754"	   98.00	  182.00	   14.00	
755	"755"	  126.00	   42.00	   14.00	
756	"756"	  210.00	  182.00	   70.00	
757	"757"	   28.00	  168.00	   56.00	
758	"758"	   56.00	  255.00	  140.00	
759	"759"	  255.00	  224.00	   56.00	
760	"760"	  168.00	    0.00	   56.00	
761	"761"	    0.00	  140.00	  196.00	
762	"762"	    0.00	  140.00	  255.00	
763	"763"	   42.00	   28.00	   42.00	
764	"764"	  238.00	  182.00	  238.00	
765	"765"	  112.00	    0.00	   84.00	
766	"766"	    0.00	    0.00	    0.00	
767	"767"	  182.00	  238.00	  182.00	
768	"768"	    0.00	   28.00	   56.00	
769	"769"	  224.00	    0.00	   28.00	
770	"770"	  126.00	   42.00	   98.00	
771	"771"	   98.00	   98.00	  238.00	
772	"772"	    0.00	    0.00	  255.00	
773	"773"	  168.00	   28.00	   28.00	
774	"774"	   28.00	  112.00	    0.00	
775	"775"	  245.00	  238.00	  245.00	
776	"776"	    0.00	   56.00	  196.00	
777	"777"	  140.00	   56.00	   56.00	
778	"778"	  140.00	  140.00	  126.00	
779	"779"	  112.00	  140.00	  168.00	
780	"780"	  112.00	   28.00	  168.00	
781	"781"	   84.00	   56.00	  224.00	
782	"782"	   84.00	  255.00	  112.00	
783	"783"	   56.00	  224.00	   56.00	
784	"784"	  112.00	   84.00	  196.00	
785	"785"	   28.00	  196.00	    0.00	
786	"786"	  224.00	  112.00	    0.00	
787	"787"	  154.00	  126.00	   70.00	
788	"788"	   70.00	  210.00	   42.00	
789	"789"	  112.00	  112.00	  255.00	
790	"790"	    0.00	  224.00	   56.00	
791	"791"	  154.00	  154.00	  182.00	
792	"792"	   56.00	    0.00	  196.00	
793	"793"	   56.00	   28.00	  140.00	
794	"794"	  168.00	  154.00	  154.00	
795	"795"	  112.00	   84.00	    0.00	
796	"796"	  154.00	  238.00	   98.00	
797	"797"	   28.00	  168.00	  168.00	
798	"798"	  140.00	    0.00	    0.00	
799	"799"	   84.00	   28.00	   84.00	
800	"800"	  140.00	   28.00	   28.00	
801	"801"	   98.00	  210.00	   98.00	
802	"802"	   98.00	   14.00	  126.00	
803	"803"	   56.00	  168.00	   56.00	
804	"804"	   28.00	   84.00	   28.00	
805	"805"	  238.00	   70.00	   98.00	
806	"806"	  196.00	  224.00	   28.00	
807	"807"	  112.00	  196.00	  140.00	
808	"808"	  140.00	   84.00	  224.00	
809	"809"	  203.00	  203.00	  203.00	
810	"810"	   84.00	    0.00	  140.00	
811	"811"	   98.00	   98.00	   42.00	
812	"812"	  255.00	  255.00	  255.00	
813	"813"	  140.00	  255.00	  112.00	
814	"814"	  255.00	  255.00	  196.00	
815	"815"	  182.00	   70.00	  154.00	
816	"816"	   42.00	  182.00	  238.00	
817	"817"	  196.00	  196.00	   56.00	
818	"818"	  238.00	  182.00	   42.00	
819	"819"	  196.00	   28.00	  255.00	
820	"820"	   84.00	  255.00	   56.00	
821	"821"	  196.00	   84.00	   84.00	
822	"822"	  154.00	   70.00	   70.00	
823	"823"	   98.00	  238.00	  238.00	
824	"824"	   42.00	  126.00	   98.00	
825	"825"	  126.00	  154.00	   14.00	
826	"826"	   91.00	   98.00	   91.00	
827	"827"	    0.00	  112.00	   28.00	
828	"828"	  154.00	   70.00	  126.00	
829	"829"	  126.00	   14.00	  182.00	
830	"830"	   70.00	  154.00	   14.00	
831	"831"	    0.00	  224.00	  224.00	
832	"832"	   56.00	   56.00	  112.00	
833	"833"	  168.00	  255.00	    0.00	
834	"834"	   28.00	  168.00	    0.00	
835	"835"	  255.00	  112.00	   28.00	
836	"836"	   70.00	   42.00	  182.00	
837	"837"	  112.00	  255.00	  255.00	
838	"838"	   56.00	   56.00	   84.00	
839	"839"	   56.00	  196.00	  112.00	
840	"840"	  255.00	  196.00	    0.00	
841	"841"	  210.00	   98.00	   98.00	
842	"842"	  140.00	   28.00	   84.00	
843	"843"	  154.00	   14.00	  154.00	
844	"844"	  182.00	  210.00	  210.00	
845	"845"	   98.00	   14.00	   42.00	
846	"846"	   42.00	  210.00	  182.00	
847	"847"	   84.00	  255.00	   28.00	
848	"848"	   70.00	   70.00	  210.00	
849	"849"	  224.00	  224.00	  168.00	
850	"850"	   56.00	   49.00	   56.00	
851	"851"	   28.00	   56.00	   84.00	
852	"852"	  168.00	  140.00	  168.00	
853	"853"	  182.00	  182.00	  126.00	
854	"854"	  168.00	    0.00	  196.00	
855	"855"	  154.00	  154.00	   42.00	
856	"856"	  255.00	    0.00	  224.00	
857	"857"	  255.00	  255.00	  255.00	
858	"858"	  112.00	   56.00	  255.00	
859	"859"	   70.00	   98.00	  154.00	
860	"860"	  238.00	   70.00	  210.00	
861	"861"	   56.00	    0.00	   56.00	
862	"862"	  196.00	  224.00	  112.00	
863	"863"	   28.00	  224.00	  168.00	
864	"864"	  255.00	  196.00	  224.00	
865	"865"	  255.00	  168.00	  112.00	
866	"866"	   28.00	  255.00	  224.00	
867	"867"	   84.00	  255.00	  224.00	
868	"868"	  255.00	  168.00	  224.00	
869	"869"	  203.00	  210.00	  203.00	
870	"870"	   70.00	   70.00	  182.00	
871	"871"	  112.00	  112.00	  224.00	
872	"872"	  126.00	  238.00	  154.00	
873	"873"	  112.00	  196.00	  196.00	
874	"874"	  168.00	   84.00	   56.00	
875	"875"	  112.00	  112.00	   84.00	
876	"876"	  140.00	   56.00	  140.00	
877	"877"	   56.00	   56.00	  168.00	
878	"878"	  126.00	  126.00	  182.00	
879	"879"	  210.00	  238.00	   70.00	
880	"880"	   70.00	   70.00	   70.00	
881	"881"	  196.00	    0.00	  255.00	
882	"882"	  126.00	   14.00	  154.00	
883	"883"	   42.00	   42.00	   56.00	
884	"884"	   98.00	   98.00	   98.00	
885	"885"	  238.00	  210.00	   98.00	
886	"886"	   84.00	    0.00	  224.00	
887	"887"	   56.00	   56.00	  140.00	
888	"888"	  224.00	   56.00	  196.00	
889	"889"	  154.00	   70.00	   42.00	
890	"890"	  238.00	  210.00	   14.00	
891	"891"	  168.00	  196.00	  112.00	
892	"892"	  196.00	  196.00	  196.00	
893	"893"	   70.00	  154.00	  126.00	
894	"894"	   28.00	    0.00	  168.00	
895	"895"	   14.00	  154.00	  210.00	
896	"896"	  140.00	   84.00	    0.00	
897	"897"	  140.00	  140.00	  255.00	
898	"898"	  168.00	   28.00	    0.00	
899	"899"	  182.00	  168.00	  168.00	
900	"900"	  112.00	  168.00	  255.00	
901	"901"	   98.00	  238.00	   70.00	
902	"902"	  126.00	  133.00	  126.00	
903	"903"	  196.00	  140.00	   28.00	
904	"904"	   28.00	   56.00	  196.00	
905	"905"	  255.00	  168.00	  140.00	
906	"906"	  154.00	  140.00	  154.00	
907	"907"	   98.00	   98.00	  182.00	
908	"908"	    0.00	  140.00	    0.00	
909	"909"	   70.00	   70.00	  126.00	
910	"910"	  224.00	  255.00	  112.00	
911	"911"	  196.00	  224.00	   84.00	
912	"912"	  168.00	   84.00	  255.00	
913	"913"	   14.00	  154.00	   42.00	
914	"914"	  196.00	  196.00	  140.00	
915	"915"	   84.00	   84.00	  112.00	
916	"916"	  119.00	  126.00	  119.00	
917	"917"	  168.00	   84.00	  112.00	
918	"918"	  196.00	  168.00	    0.00	
919	"919"	   70.00	   14.00	   70.00	
920	"920"	  112.00	   84.00	   28.00	
921	"921"	   98.00	   42.00	   14.00	
922	"922"	  255.00	  140.00	   28.00	
923	"923"	   42.00	   14.00	  154.00	
924	"924"	  126.00	   70.00	   42.00	
925	"925"	  231.00	  224.00	  231.00	
926	"926"	  182.00	   14.00	  182.00	
927	"927"	  196.00	   28.00	   28.00	
928	"928"	  168.00	  168.00	  182.00	
929	"929"	  126.00	   42.00	  182.00	
930	"930"	   70.00	   98.00	  238.00	
931	"931"	   98.00	   14.00	  238.00	
932	"932"	   28.00	   28.00	   42.00	
933	"933"	   98.00	  112.00	  112.00	
934	"934"	  210.00	  126.00	   42.00	
935	"935"	  210.00	   98.00	  154.00	
936	"936"	   98.00	  154.00	   14.00	
937	"937"	  154.00	   14.00	  126.00	
938	"938"	   84.00	   84.00	  224.00	
939	"939"	  224.00	   56.00	   56.00	
940	"940"	   42.00	  210.00	  238.00	
941	"941"	  112.00	   98.00	   98.00	
942	"942"	   42.00	  238.00	  238.00	
943	"943"	  140.00	    0.00	  255.00	
944	"944"	   56.00	  168.00	   84.00	
945	"945"	  255.00	  255.00	  255.00	
946	"946"	  112.00	   56.00	  168.00	
947	"947"	    0.00	  168.00	   84.00	
948	"948"	  238.00	   14.00	   70.00	
949	"949"	   42.00	   42.00	   42.00	
950	"950"	  196.00	  112.00	   84.00	
951	"951"	   84.00	  168.00	  224.00	
952	"952"	  112.00	  255.00	   56.00	
953	"953"	   56.00	  224.00	    0.00	
954	"954"	   98.00	   42.00	  154.00	
955	"955"	  182.00	  210.00	  126.00	
956	"956"	  182.00	   98.00	   14.00	
957	"957"	  154.00	  238.00	  238.00	
958	"958"	   28.00	  224.00	   84.00	
959	"959"	   70.00	   14.00	   98.00	
960	"960"	   70.00	  126.00	  126.00	
961	"961"	   42.00	   49.00	   42.00	
962	"962"	  210.00	   98.00	  238.00	
963	"963"	   56.00	  168.00	  255.00	
964	"964"	  182.00	  210.00	   42.00	
965	"965"	   70.00	   98.00	   98.00	
966	"966"	  255.00	   84.00	  168.00	
967	"967"	   14.00	  238.00	   42.00	
968	"968"	  112.00	  196.00	    0.00	
969	"969"	  255.00	  196.00	   28.00	
970	"970"	  126.00	  182.00	  154.00	
971	"971"	   42.00	  154.00	  154.00	
972	"972"	  182.00	  238.00	  154.00	
973	"973"	    0.00	  255.00	  196.00	
974	"974"	  140.00	  154.00	  140.00	
975	"975"	  126.00	   14.00	  238.00	
976	"976"	  238.00	  154.00	   98.00	
977	"977"	   28.00	  196.00	  255.00	
978	"978"	  126.00	  210.00	   70.00	
979	"979"	   84.00	  112.00	  196.00	
980	"980"	  224.00	   84.00	  168.00	
981	"981"	  126.00	   14.00	   14.00	
982	"982"	  154.00	  168.00	  168.00	
983	"983"	   84.00	   84.00	   98.00	
984	"984"	  140.00	  140.00	   28.00	
985	"985"	    0.00	   56.00	  255.00	
986	"986"	  238.00	   14.00	   14.00	
987	"987"	   56.00	  140.00	  224.00	
988	"988"	  255.00	   28.00	   28.00	
989	"989"	  140.00	  224.00	    0.00	
990	"990"	  182.00	   98.00	   98.00	
991	"991"	  238.00	   42.00	  238.00	
992	"992"	    0.00	  168.00	   28.00	
993	"993"	  238.00	  238.00	  210.00	
994	"994"	  140.00	    0.00	   56.00	
995	"995"	  182.00	   42.00	   98.00	
996	"996"	  168.00	  196.00	  224.00	
997	"997"	  182.00	   42.00	   14.00	
998	"998"	   42.00	   70.00	   98.00	
999	"999"	   56.00	   84.00	   56.00	
1000	"1000"	    0.00	    0.00	  224.00	
1001	"1001"	   14.00	   42.00	   42.00	
1002	"1002"	  126.00	  140.00	  126.00	
1003	"1003"	  255.00	  168.00	   28.00	
1004	"1004"	   98.00	   70.00	   42.00	
1005	"1005"	   49.00	   42.00	   49.00	
1006	"1006"	   42.00	  154.00	   14.00	
1007	"1007"	  168.00	  255.00	  196.00	
1008	"1008"	   84.00	  224.00	  140.00	
1009	"1009"	  255.00	   56.00	   56.00	
1010	"1010"	   42.00	   42.00	  126.00	
1011	"1011"	   98.00	  238.00	   42.00	
1012	"1012"	   42.00	  154.00	  126.00	
1013	"1013"	   28.00	   56.00	  112.00	
1014	"1014"	  168.00	  196.00	   56.00	
1015	"1015"	  126.00	  154.00	  154.00	
1016	"1016"	  224.00	   28.00	  224.00	
1017	"1017"	  182.00	   98.00	  182.00	
1018	"1018"	   28.00	    0.00	  224.00	
1019	"1019"	  255.00	   28.00	   56.00	
1020	"1020"	   14.00	  182.00	  154.00	
1021	"1021"	   84.00	  140.00	    0.00	
1022	"1022"	  196.00	  196.00	    0.00	
1023	"1023"	  210.00	   14.00	  182.00	
1024	"1024"	  238.00	   98.00	  154.00	
1025	"1025"	  238.00	  238.00	   70.00	
1026	"1026"	  112.00	  224.00	   28.00	
1027	"1027"	   14.00	   42.00	   70.00	
1028	"1028"	  224.00	   56.00	  255.00	
1029	"1029"	   84.00	    0.00	   56.00	
1030	"1030"	  238.00	  210.00	  126.00	
1031	"1031"	  126.00	  210.00	  126.00	
1032	"1032"	  255.00	   84.00	    0.00	
1033	"1033"	  182.00	   42.00	   70.00	
1034	"1034"	   14.00	   70.00	  210.00	
1035	"1035"	  112.00	  224.00	  224.00	
1036	"1036"	   28.00	    0.00	   56.00	
1037	"1037"	  210.00	   70.00	   42.00	
1038	"1038"	  210.00	   98.00	  126.00	
1039	"1039"	  126.00	  126.00	   42.00	
1040	"1040"	   56.00	  196.00	   56.00	
1041	"1041"	  255.00	  255.00	  255.00	
1042	"1042"	    0.00	   28.00	   84.00	
1043	"1043"	   84.00	  140.00	  224.00	
1044	"1044"	   14.00	   98.00	  182.00	
1045	"1045"	   70.00	  182.00	   70.00	
1046	"1046"	  168.00	    0.00	  224.00	
1047	"1047"	   14.00	   42.00	  238.00	
1048	"1048"	  182.00	   42.00	  238.00	
1049	"1049"	   98.00	  126.00	  210.00	
1050	"1050"	  224.00	  255.00	   84.00	
1051	"1051"	  112.00	  112.00	  196.00	
1052	"1052"	  255.00	  112.00	  168.00	
1053	"1053"	  140.00	  168.00	   84.00	
1054	"1054"	   14.00	  126.00	   42.00	
1055	"1055"	  210.00	  154.00	  182.00	
1056	"1056"	   14.00	  182.00	   14.00	
1057	"1057"	   28.00	  224.00	  140.00	
1058	"1058"	   28.00	  255.00	  168.00	
1059	"1059"	   70.00	   14.00	  154.00	
1060	"1060"	  112.00	  255.00	  112.00	
1061	"1061"	  126.00	  182.00	  126.00	
1062	"1062"	   84.00	  112.00	   84.00	
1063	"1063"	   28.00	  224.00	   28.00	
1064	"1064"	   98.00	   42.00	   98.00	
1065	"1065"	    0.00	  255.00	   84.00	
1066	"1066"	  196.00	   84.00	  224.00	
1067	"1067"	  255.00	  255.00	  255.00	
1068	"1068"	    0.00	  140.00	   56.00	
1069	"1069"	   63.00	   56.00	   63.00	
1070	"1070"	   28.00	  112.00	  255.00	
1071	"1071"	   56.00	  196.00	  224.00	
1072	"1072"	   28.00	   84.00	  140.00	
1073	"1073"	  224.00	   28.00	   56.00	
1074	"1074"	    0.00	  224.00	  255.00	
1075	"1075"	   70.00	  182.00	   14.00	
1076	"1076"	  112.00	  140.00	    0.00	
1077	"1077"	   14.00	  182.00	   98.00	
1078	"1078"	  255.00	   84.00	   56.00	
1079	"1079"	  154.00	  161.00	  154.00	
1080	"1080"	  210.00	  126.00	  238.00	
1081	"1081"	   14.00	  126.00	  182.00	
1082	"1082"	   42.00	  210.00	   14.00	
1083	"1083"	   28.00	   42.00	   42.00	
1084	"1084"	  154.00	   14.00	   42.00	
1085	"1085"	  168.00	   56.00	   84.00	
1086	"1086"	  154.00	   42.00	   70.00	
1087	"1087"	  255.00	   28.00	    0.00	
1088	"1088"	   98.00	  238.00	  182.00	
1089	"1089"	   14.00	   42.00	  182.00	
1090	"1090"	    0.00	  168.00	  140.00	
1091	"1091"	   28.00	  140.00	   56.00	
1092	"1092"	  224.00	  168.00	  224.00	
1093	"1093"	  154.00	   14.00	  182.00	
1094	"1094"	  140.00	  224.00	  168.00	
1095	"1095"	    0.00	  140.00	  112.00	
1096	"1096"	  140.00	  255.00	  168.00	
1097	"1097"	  154.00	  238.00	   42.00	
1098	"1098"	  168.00	  196.00	  140.00	
1099	"1099"	  168.00	  112.00	  255.00	
1100	"1100"	  196.00	  140.00	  196.00	
1101	"1101"	  168.00	  140.00	  255.00	
1102	"1102"	   35.00	   35.00	   35.00	
1103	"1103"	   42.00	  238.00	  126.00	
1104	"1104"	   28.00	   84.00	    0.00	
1105	"1105"	  224.00	   84.00	  224.00	
1106	"1106"	   70.00	   14.00	  238.00	
1107	"1107"	  210.00	  210.00	  182.00	
1108	"1108"	  255.00	  255.00	  255.00	
1109	"1109"	   70.00	   42.00	   70.00	
1110	"1110"	  140.00	  196.00	  112.00	
1111	"1111"	  140.00	  168.00	  168.00	
1112	"1112"	  182.00	   70.00	   98.00	
1113	"1113"	   84.00	   56.00	  112.00	
1114	"1114"	  140.00	  147.00	  140.00	
1115	"1115"	  168.00	  255.00	  140.00	
1116	"1116"	  140.00	  196.00	  140.00	
1117	"1117"	   28.00	   56.00	  224.00	
1118	"1118"	  112.00	  119.00	  112.00	
1119	"1119"	  154.00	  126.00	  238.00	
1120	"1120"	  182.00	  126.00	  154.00	
1121	"1121"	  140.00	  112.00	  224.00	
1122	"1122"	   84.00	   56.00	   28.00	
1123	"1123"	  255.00	  224.00	    0.00	
1124	"1124"	  238.00	   98.00	  238.00	
1125	"1125"	  140.00	  196.00	   28.00	
1126	"1126"	  255.00	  196.00	  140.00	
1127	"1127"	  168.00	  224.00	    0.00	
1128	"1128"	   28.00	    0.00	  196.00	
1129	"1129"	  140.00	  224.00	  224.00	
1130	"1130"	   28.00	  112.00	  196.00	
1131	"1131"	  140.00	  112.00	  140.00	
1132	"1132"	  140.00	    0.00	  224.00	
1133	"1133"	  182.00	  210.00	  238.00	
1134	"1134"	  224.00	  196.00	  255.00	
1135	"1135"	   98.00	   14.00	  182.00	
1136	"1136"	  210.00	  210.00	  154.00	
1137	"1137"	   14.00	  154.00	  238.00	
1138	"1138"	  112.00	   84.00	  224.00	
1139	"1139"	   56.00	  255.00	  112.00	
1140	"1140"	  224.00	    0.00	  196.00	
1141	"1141"	  105.00	  112.00	  105.00	
1142	"1142"	  224.00	    0.00	    0.00	
1143	"1143"	   42.00	   98.00	   70.00	
1144	"1144"	   28.00	   84.00	  224.00	
1145	"1145"	  182.00	   70.00	   42.00	
1146	"1146"	   84.00	  196.00	  112.00	
1147	"1147"	  154.00	  126.00	   14.00	
1148	"1148"	  224.00	  140.00	  112.00	
1149	"1149"	  112.00	   56.00	   56.00	
1150	"1150"	   84.00	  224.00	  255.00	
1151	"1151"	  140.00	   84.00	  112.00	
1152	"1152"	  168.00	  168.00	  112.00	
1153	"1153"	  255.00	   28.00	   84.00	
1154	"1154"	  140.00	  196.00	  168.00	
1155	"1155"	   42.00	   35.00	   42.00	
1156	"1156"	   21.00	   28.00	   21.00	
1157	"1157"	    0.00	  255.00	  140.00	
1158	"1158"	  140.00	   28.00	    0.00	
1159	"1159"	  255.00	  168.00	   56.00	
1160	"1160"	  140.00	  140.00	    0.00	
1161	"1161"	   56.00	   84.00	    0.00	
1162	"1162"	  154.00	   70.00	  238.00	
1163	"1163"	  255.00	  140.00	  196.00	
1164	"1164"	  224.00	  231.00	  224.00	
1165	"1165"	  210.00	  154.00	   98.00	
1166	"1166"	  238.00	   42.00	   42.00	
1167	"1167"	   98.00	  210.00	   14.00	
1168	"1168"	  255.00	  112.00	    0.00	
1169	"1169"	   14.00	  154.00	   70.00	
1170	"1170"	    0.00	  224.00	  140.00	
1171	"1171"	   42.00	   42.00	   98.00	
1172	"1172"	   28.00	  168.00	  140.00	
1173	"1173"	  255.00	   56.00	  168.00	
1174	"1174"	   56.00	  112.00	   28.00	
1175	"1175"	  168.00	  140.00	   28.00	
1176	"1176"	    7.00	    7.00	    7.00	
1177	"1177"	  112.00	  140.00	  224.00	
1178	"1178"	    0.00	  196.00	  196.00	
1179	"1179"	   98.00	   70.00	   98.00	
1180	"1180"	  140.00	  154.00	  154.00	
1181	"1181"	  210.00	  182.00	   42.00	
1182	"1182"	  224.00	  112.00	  196.00	
1183	"1183"	   56.00	   28.00	  196.00	
1184	"1184"	   91.00	   84.00	   91.00	
1185	"1185"	  255.00	   56.00	   84.00	
1186	"1186"	  238.00	  126.00	   42.00	
1187	"1187"	   28.00	  140.00	    0.00	
1188	"1188"	  154.00	  210.00	  238.00	
1189	"1189"	   56.00	  196.00	  140.00	
1190	"1190"	  196.00	  112.00	   28.00	
1191	"1191"	   14.00	  210.00	   70.00	
1192	"1192"	  210.00	   14.00	   14.00	
1193	"1193"	  112.00	  255.00	  168.00	
1194	"1194"	  224.00	  168.00	   56.00	
1195	"1195"	  112.00	   56.00	    0.00	
1196	"1196"	  196.00	   56.00	  255.00	
1197	"1197"	   42.00	  126.00	   14.00	
1198	"1198"	  196.00	  203.00	  196.00	
1199	"1199"	   70.00	   70.00	   42.00	
1200	"1200"	  196.00	  168.00	   28.00	
1201	"1201"	  112.00	  112.00	   28.00	
1202	"1202"	   56.00	    0.00	  255.00	
1203	"1203"	  255.00	  168.00	  196.00	
1204	"1204"	  168.00	    0.00	   28.00	
1205	"1205"	  154.00	  210.00	  154.00	
1206	"1206"	   98.00	  182.00	  182.00	
