CGATS.17
NUMBER_OF_FIELDS 7
BEGIN_DATA_FORMAT
SAMPLE_ID RGB_R RGB_G RGB_B LAB_L LAB_A LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS 522
BEGIN_DATA
1	 11.24	 13.10	 12.86	  2.77	 -0.04	 -0.65
2	 23.56	 16.36	 15.05	  8.97	 11.58	  5.95
3	 37.37	 18.33	 15.56	 14.42	 22.24	 13.34
4	 58.65	 21.82	 17.15	 21.74	 34.58	 24.24
5	 84.86	 26.63	 19.37	 29.28	 45.45	 35.81
6	114.41	 30.82	 20.29	 36.72	 56.38	 47.73
7	140.84	 33.81	 20.41	 42.66	 65.69	 58.64
8	174.58	 37.10	 21.21	 49.28	 77.04	 72.53
9	 15.01	 21.22	 18.60	 10.34	 -9.96	  1.96
10	 24.86	 23.89	 18.70	 13.99	  1.23	  8.27
11	 42.90	 28.30	 19.94	 20.43	 14.62	 17.95
12	 64.52	 32.33	 21.43	 26.55	 27.09	 27.53
13	 89.08	 38.29	 22.67	 32.93	 37.40	 37.86
14	118.75	 44.37	 24.06	 40.15	 48.33	 50.15
15	150.90	 50.95	 25.87	 47.25	 58.17	 62.54
16	190.75	 57.43	 28.37	 54.82	 69.53	 74.11
17	 18.41	 31.12	 24.00	 16.42	-22.23	  7.23
18	 30.35	 36.06	 23.48	 19.99	 -8.52	 15.48
19	 45.41	 42.88	 25.72	 25.65	  1.79	 22.78
20	 68.00	 48.24	 25.87	 32.60	 14.38	 34.46
21	 93.54	 53.91	 27.23	 39.01	 26.45	 43.75
22	123.06	 60.91	 28.65	 45.78	 37.52	 55.09
23	154.92	 68.46	 30.57	 52.61	 47.83	 66.93
24	196.08	 78.05	 33.72	 60.69	 59.18	 79.52
25	 19.37	 39.64	 26.57	 21.60	-34.38	 11.51
26	 29.48	 44.63	 25.67	 25.09	-22.94	 20.02
27	 46.45	 53.53	 27.32	 31.27	-10.19	 30.02
28	 70.20	 64.62	 30.35	 38.72	  1.17	 40.22
29	 94.25	 71.72	 32.34	 44.37	 11.98	 48.83
30	125.01	 79.12	 34.03	 50.66	 24.53	 59.76
31	158.54	 88.37	 35.99	 57.32	 35.56	 71.07
32	202.13	102.53	 39.99	 66.00	 45.57	 84.65
33	 21.34	 48.91	 30.68	 26.50	-45.76	 16.35
34	 31.72	 55.59	 30.23	 29.92	-34.68	 25.14
35	 47.89	 66.45	 32.18	 36.10	-23.47	 35.37
36	 72.19	 79.32	 35.54	 42.85	-11.05	 45.90
37	100.25	 93.21	 39.55	 50.12	 -0.64	 55.83
38	126.36	 99.38	 40.26	 55.73	 10.77	 65.47
39	164.04	111.59	 43.13	 63.42	 22.60	 77.99
40	207.38	129.13	 47.90	 72.29	 32.52	 91.85
41	 22.87	 59.29	 35.65	 31.39	-58.76	 20.82
42	 34.55	 69.49	 35.69	 36.19	-48.26	 31.66
43	 51.62	 81.54	 37.65	 42.21	-35.97	 41.82
44	 73.60	 94.90	 40.30	 48.83	-25.03	 52.39
45	 99.73	107.35	 42.46	 55.04	-12.90	 62.88
46	131.44	122.70	 46.56	 62.29	 -1.87	 72.64
47	166.80	137.09	 49.58	 69.30	  8.24	 84.81
48	211.88	153.20	 53.68	 77.34	 20.59	 97.36
49	 24.67	 70.10	 39.25	 36.60	-69.47	 26.16
50	 38.80	 82.96	 40.34	 41.99	-57.33	 37.43
51	 53.99	 95.81	 42.92	 47.59	-48.31	 47.16
52	 77.00	112.39	 46.75	 54.44	-37.69	 58.22
53	105.20	129.76	 50.50	 61.51	-26.45	 69.85
54	139.89	147.18	 54.35	 68.11	-13.29	 80.97
55	180.29	168.64	 60.47	 76.35	 -3.09	 92.92
