CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1Pro 2 ; Serial number 1004797"
DESCRIPTOR	"Chart 522 Patches"
MEASUREMENT_SOURCE	"MeasurementCondition=M2	Filter=UVcut"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"UV"
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"XRGA"
CREATED		"2020-05-23T20:32:52"

NUMBER_OF_FIELDS	47
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B	SPECTRAL_NM380	SPECTRAL_NM390	SPECTRAL_NM400	SPECTRAL_NM410	SPECTRAL_NM420	SPECTRAL_NM430	SPECTRAL_NM440	SPECTRAL_NM450	SPECTRAL_NM460	SPECTRAL_NM470	SPECTRAL_NM480	SPECTRAL_NM490	SPECTRAL_NM500	SPECTRAL_NM510	SPECTRAL_NM520	SPECTRAL_NM530	SPECTRAL_NM540	SPECTRAL_NM550	SPECTRAL_NM560	SPECTRAL_NM570	SPECTRAL_NM580	SPECTRAL_NM590	SPECTRAL_NM600	SPECTRAL_NM610	SPECTRAL_NM620	SPECTRAL_NM630	SPECTRAL_NM640	SPECTRAL_NM650	SPECTRAL_NM660	SPECTRAL_NM670	SPECTRAL_NM680	SPECTRAL_NM690	SPECTRAL_NM700	SPECTRAL_NM710	SPECTRAL_NM720	SPECTRAL_NM730	
END_DATA_FORMAT

NUMBER_OF_SETS	522
BEGIN_DATA
112	G4	  255.00	  182.00	   36.00	 0.59257	 0.55089	 0.05246	   79.09	   15.22	   84.13	    0.0282	    0.0268	    0.0271	    0.0268	    0.0311	    0.0342	    0.0334	    0.0332	    0.0338	    0.0367	    0.0571	    0.1380	    0.2948	    0.4172	    0.4514	    0.4641	    0.4753	    0.4636	    0.4678	    0.5350	    0.6471	    0.7438	    0.7912	    0.8135	    0.8255	    0.8334	    0.8420	    0.8510	    0.8596	    0.8669	    0.8737	    0.8795	    0.8865	    0.8909	    0.8925	    0.8959	
113	G5	    0.00	  218.00	   36.00	 0.02118	 0.07666	 0.04011	   33.28	  -72.36	   11.97	    0.0142	    0.0168	    0.0197	    0.0202	    0.0220	    0.0242	    0.0255	    0.0278	    0.0289	    0.0340	    0.0557	    0.1253	    0.2327	    0.2832	    0.2495	    0.1801	    0.1110	    0.0557	    0.0241	    0.0124	    0.0091	    0.0079	    0.0075	    0.0074	    0.0071	    0.0071	    0.0070	    0.0072	    0.0073	    0.0077	    0.0073	    0.0070	    0.0071	    0.0080	    0.0091	    0.0117	
114	G6	   36.00	  218.00	   36.00	 0.05527	 0.14173	 0.05133	   44.48	  -67.90	   25.03	    0.0167	    0.0181	    0.0226	    0.0221	    0.0276	    0.0314	    0.0328	    0.0355	    0.0376	    0.0432	    0.0688	    0.1507	    0.2830	    0.3640	    0.3560	    0.3023	    0.2339	    0.1605	    0.0985	    0.0619	    0.0441	    0.0352	    0.0294	    0.0257	    0.0251	    0.0261	    0.0291	    0.0343	    0.0411	    0.0447	    0.0430	    0.0387	    0.0338	    0.0322	    0.0376	    0.0533	
115	G7	   72.00	  218.00	   36.00	 0.09430	 0.18795	 0.04969	   50.45	  -56.05	   36.17	    0.0214	    0.0224	    0.0223	    0.0224	    0.0264	    0.0297	    0.0314	    0.0323	    0.0337	    0.0389	    0.0629	    0.1439	    0.2832	    0.3809	    0.3907	    0.3533	    0.2977	    0.2296	    0.1640	    0.1196	    0.0943	    0.0801	    0.0696	    0.0629	    0.0620	    0.0648	    0.0712	    0.0815	    0.0938	    0.1006	    0.0981	    0.0908	    0.0818	    0.0776	    0.0872	    0.1124	
116	G8	  109.00	  218.00	   36.00	 0.15179	 0.24901	 0.04999	   56.98	  -44.59	   47.28	    0.0205	    0.0205	    0.0213	    0.0216	    0.0262	    0.0286	    0.0294	    0.0309	    0.0324	    0.0373	    0.0609	    0.1433	    0.2924	    0.4057	    0.4309	    0.4081	    0.3663	    0.3075	    0.2446	    0.1977	    0.1681	    0.1496	    0.1347	    0.1250	    0.1246	    0.1296	    0.1396	    0.1553	    0.1731	    0.1826	    0.1795	    0.1699	    0.1577	    0.1519	    0.1652	    0.1988	
117	G9	  145.00	  218.00	   36.00	 0.22692	 0.31867	 0.05127	   63.23	  -32.82	   57.39	    0.0240	    0.0230	    0.0220	    0.0214	    0.0259	    0.0294	    0.0303	    0.0310	    0.0327	    0.0372	    0.0609	    0.1441	    0.2984	    0.4224	    0.4605	    0.4527	    0.4276	    0.3841	    0.3326	    0.2920	    0.2635	    0.2439	    0.2270	    0.2159	    0.2161	    0.2235	    0.2367	    0.2563	    0.2777	    0.2892	    0.2868	    0.2768	    0.2632	    0.2565	    0.2723	    0.3096	
118	G10	  182.00	  218.00	   36.00	 0.33305	 0.41010	 0.05246	   70.18	  -20.66	   68.77	    0.0227	    0.0220	    0.0224	    0.0234	    0.0273	    0.0300	    0.0301	    0.0310	    0.0322	    0.0368	    0.0594	    0.1442	    0.3070	    0.4443	    0.4952	    0.5024	    0.4949	    0.4697	    0.4362	    0.4123	    0.3943	    0.3800	    0.3657	    0.3564	    0.3582	    0.3670	    0.3818	    0.4021	    0.4236	    0.4362	    0.4359	    0.4281	    0.4172	    0.4125	    0.4276	    0.4616	
119	G11	  218.00	  218.00	   36.00	 0.46253	 0.51240	 0.05617	   76.82	   -8.70	   78.38	    0.0273	    0.0236	    0.0242	    0.0246	    0.0301	    0.0329	    0.0333	    0.0343	    0.0349	    0.0388	    0.0618	    0.1492	    0.3218	    0.4715	    0.5302	    0.5471	    0.5540	    0.5436	    0.5311	    0.5368	    0.5457	    0.5489	    0.5465	    0.5449	    0.5492	    0.5574	    0.5698	    0.5852	    0.6013	    0.6116	    0.6153	    0.6146	    0.6125	    0.6133	    0.6238	    0.6440	
120	G12	  255.00	  218.00	   36.00	 0.63822	 0.65271	 0.06037	   84.62	    2.03	   89.84	    0.0291	    0.0285	    0.0261	    0.0267	    0.0323	    0.0343	    0.0347	    0.0352	    0.0355	    0.0395	    0.0632	    0.1583	    0.3562	    0.5337	    0.6024	    0.6259	    0.6428	    0.6368	    0.6377	    0.6817	    0.7388	    0.7795	    0.8001	    0.8113	    0.8185	    0.8244	    0.8324	    0.8408	    0.8493	    0.8564	    0.8630	    0.8685	    0.8747	    0.8797	    0.8807	    0.8810	
121	G13	    0.00	  255.00	   36.00	 0.02627	 0.10043	 0.03992	   37.92	  -81.97	   20.09	    0.0132	    0.0173	    0.0194	    0.0191	    0.0206	    0.0215	    0.0219	    0.0229	    0.0239	    0.0278	    0.0488	    0.1267	    0.2718	    0.3617	    0.3325	    0.2452	    0.1537	    0.0796	    0.0351	    0.0173	    0.0115	    0.0096	    0.0089	    0.0084	    0.0082	    0.0081	    0.0081	    0.0083	    0.0090	    0.0091	    0.0088	    0.0084	    0.0081	    0.0088	    0.0104	    0.0136	
122	G14	   36.00	  255.00	   36.00	 0.05919	 0.16754	 0.04722	   47.95	  -78.40	   33.18	    0.0139	    0.0171	    0.0203	    0.0202	    0.0222	    0.0236	    0.0242	    0.0255	    0.0270	    0.0318	    0.0568	    0.1473	    0.3184	    0.4433	    0.4442	    0.3745	    0.2850	    0.1929	    0.1157	    0.0686	    0.0456	    0.0345	    0.0274	    0.0234	    0.0226	    0.0238	    0.0270	    0.0326	    0.0401	    0.0443	    0.0423	    0.0370	    0.0316	    0.0292	    0.0352	    0.0521	
123	G15	   72.00	  255.00	   36.00	 0.09648	 0.22179	 0.04679	   54.22	  -70.53	   44.23	    0.0246	    0.0195	    0.0206	    0.0192	    0.0209	    0.0219	    0.0219	    0.0226	    0.0237	    0.0284	    0.0518	    0.1422	    0.3275	    0.4832	    0.5091	    0.4530	    0.3713	    0.2787	    0.1907	    0.1281	    0.0924	    0.0732	    0.0599	    0.0519	    0.0508	    0.0539	    0.0609	    0.0724	    0.0867	    0.0940	    0.0904	    0.0816	    0.0705	    0.0654	    0.0762	    0.1043	
124	G16	  109.00	  255.00	   36.00	 0.15517	 0.29158	 0.04979	   60.92	  -59.59	   54.18	    0.0177	    0.0195	    0.0201	    0.0198	    0.0223	    0.0226	    0.0232	    0.0237	    0.0250	    0.0293	    0.0529	    0.1466	    0.3433	    0.5208	    0.5691	    0.5299	    0.4603	    0.3753	    0.2855	    0.2141	    0.1679	    0.1408	    0.1205	    0.1079	    0.1066	    0.1124	    0.1241	    0.1426	    0.1640	    0.1752	    0.1705	    0.1580	    0.1418	    0.1337	    0.1490	    0.1880	
125	G17	  145.00	  255.00	   36.00	 0.25353	 0.39318	 0.05574	   68.98	  -45.97	   65.07	    0.0211	    0.0209	    0.0227	    0.0220	    0.0247	    0.0272	    0.0268	    0.0273	    0.0291	    0.0338	    0.0584	    0.1574	    0.3673	    0.5663	    0.6384	    0.6186	    0.5658	    0.4950	    0.4134	    0.3423	    0.2924	    0.2604	    0.2352	    0.2191	    0.2182	    0.2265	    0.2424	    0.2665	    0.2932	    0.3073	    0.3029	    0.2888	    0.2692	    0.2588	    0.2767	    0.3218	
126	G18	  182.00	  255.00	   36.00	 0.36670	 0.49620	 0.06070	   75.84	  -33.58	   74.54	    0.0208	    0.0224	    0.0229	    0.0232	    0.0281	    0.0310	    0.0310	    0.0313	    0.0326	    0.0371	    0.0626	    0.1657	    0.3843	    0.5974	    0.6890	    0.6877	    0.6518	    0.5982	    0.5327	    0.4744	    0.4310	    0.4027	    0.3799	    0.3650	    0.3653	    0.3740	    0.3902	    0.4139	    0.4395	    0.4530	    0.4505	    0.4389	    0.4226	    0.4141	    0.4301	    0.4689	
127	H1	  218.00	  255.00	   36.00	 0.51968	 0.63030	 0.06495	   83.46	  -21.80	   85.77	    0.0315	    0.0268	    0.0240	    0.0246	    0.0289	    0.0316	    0.0332	    0.0334	    0.0341	    0.0393	    0.0666	    0.1763	    0.4079	    0.6367	    0.7472	    0.7676	    0.7536	    0.7235	    0.6821	    0.6450	    0.6157	    0.5969	    0.5820	    0.5733	    0.5746	    0.5815	    0.5944	    0.6124	    0.6316	    0.6429	    0.6436	    0.6381	    0.6300	    0.6251	    0.6365	    0.6617	
128	H2	  255.00	  255.00	   36.00	 0.70092	 0.77825	 0.07724	   90.70	  -10.34	   93.16	    0.0263	    0.0262	    0.0259	    0.0279	    0.0366	    0.0420	    0.0441	    0.0449	    0.0468	    0.0530	    0.0847	    0.2030	    0.4396	    0.6709	    0.7918	    0.8311	    0.8426	    0.8441	    0.8394	    0.8366	    0.8315	    0.8290	    0.8285	    0.8299	    0.8330	    0.8366	    0.8431	    0.8503	    0.8579	    0.8648	    0.8715	    0.8771	    0.8835	    0.8879	    0.8900	    0.8921	
129	H3	    0.00	    0.00	   72.00	 0.01501	 0.00976	 0.02735	    8.79	   18.00	  -21.50	    0.0098	    0.0095	    0.0126	    0.0153	    0.0249	    0.0349	    0.0388	    0.0398	    0.0384	    0.0348	    0.0280	    0.0198	    0.0129	    0.0090	    0.0066	    0.0056	    0.0053	    0.0053	    0.0055	    0.0060	    0.0071	    0.0098	    0.0130	    0.0135	    0.0117	    0.0121	    0.0175	    0.0294	    0.0456	    0.0602	    0.0701	    0.0756	    0.0782	    0.0807	    0.0858	    0.0939	
130	H4	   36.00	    0.00	   72.00	 0.02785	 0.01625	 0.02461	   13.38	   26.76	  -11.36	    0.0074	    0.0135	    0.0163	    0.0177	    0.0280	    0.0382	    0.0386	    0.0365	    0.0325	    0.0266	    0.0201	    0.0147	    0.0107	    0.0076	    0.0058	    0.0053	    0.0054	    0.0053	    0.0058	    0.0081	    0.0146	    0.0252	    0.0348	    0.0382	    0.0372	    0.0388	    0.0468	    0.0602	    0.0753	    0.0869	    0.0936	    0.0974	    0.0992	    0.1012	    0.1069	    0.1157	
131	H5	   72.00	    0.00	   72.00	 0.04842	 0.02683	 0.02343	   18.73	   34.78	   -1.14	    0.0156	    0.0174	    0.0195	    0.0220	    0.0318	    0.0398	    0.0388	    0.0345	    0.0294	    0.0232	    0.0162	    0.0122	    0.0096	    0.0071	    0.0057	    0.0053	    0.0053	    0.0055	    0.0062	    0.0100	    0.0244	    0.0491	    0.0681	    0.0774	    0.0815	    0.0859	    0.0935	    0.1034	    0.1131	    0.1203	    0.1240	    0.1254	    0.1261	    0.1284	    0.1346	    0.1451	
132	H6	  109.00	    0.00	   72.00	 0.08141	 0.04355	 0.02225	   24.81	   43.43	   10.39	    0.0158	    0.0217	    0.0259	    0.0251	    0.0369	    0.0438	    0.0379	    0.0320	    0.0253	    0.0194	    0.0140	    0.0110	    0.0087	    0.0066	    0.0056	    0.0053	    0.0053	    0.0056	    0.0068	    0.0115	    0.0365	    0.0855	    0.1225	    0.1403	    0.1491	    0.1567	    0.1674	    0.1803	    0.1934	    0.2021	    0.2059	    0.2065	    0.2068	    0.2091	    0.2181	    0.2339	
133	H7	  145.00	    0.00	   72.00	 0.13094	 0.06898	 0.02274	   31.57	   51.94	   21.62	    0.0308	    0.0316	    0.0331	    0.0329	    0.0439	    0.0483	    0.0398	    0.0307	    0.0236	    0.0182	    0.0142	    0.0114	    0.0093	    0.0076	    0.0065	    0.0060	    0.0057	    0.0061	    0.0072	    0.0136	    0.0544	    0.1408	    0.2046	    0.2346	    0.2500	    0.2619	    0.2763	    0.2930	    0.3091	    0.3200	    0.3241	    0.3243	    0.3236	    0.3268	    0.3388	    0.3594	
134	H8	  182.00	    0.00	   72.00	 0.19144	 0.09934	 0.02221	   37.72	   60.12	   32.69	    0.0344	    0.0369	    0.0397	    0.0375	    0.0481	    0.0505	    0.0386	    0.0288	    0.0217	    0.0167	    0.0132	    0.0107	    0.0092	    0.0075	    0.0065	    0.0059	    0.0058	    0.0061	    0.0073	    0.0147	    0.0718	    0.2033	    0.3048	    0.3541	    0.3785	    0.3950	    0.4125	    0.4317	    0.4499	    0.4620	    0.4678	    0.4693	    0.4701	    0.4737	    0.4860	    0.5064	
135	H9	  218.00	    0.00	   72.00	 0.26143	 0.13344	 0.01892	   43.28	   68.11	   45.39	    0.0406	    0.0416	    0.0429	    0.0374	    0.0460	    0.0457	    0.0331	    0.0236	    0.0168	    0.0131	    0.0108	    0.0089	    0.0075	    0.0065	    0.0058	    0.0054	    0.0054	    0.0058	    0.0069	    0.0140	    0.0830	    0.2638	    0.4173	    0.4983	    0.5383	    0.5610	    0.5804	    0.5992	    0.6167	    0.6292	    0.6367	    0.6406	    0.6445	    0.6493	    0.6586	    0.6729	
136	H10	  255.00	    0.00	   72.00	 0.33951	 0.16934	 0.01416	   48.18	   76.44	   59.07	    0.0431	    0.0461	    0.0456	    0.0386	    0.0420	    0.0371	    0.0244	    0.0156	    0.0112	    0.0088	    0.0072	    0.0062	    0.0058	    0.0053	    0.0049	    0.0045	    0.0044	    0.0051	    0.0060	    0.0113	    0.0814	    0.3035	    0.5225	    0.6579	    0.7344	    0.7757	    0.8009	    0.8183	    0.8320	    0.8429	    0.8523	    0.8598	    0.8678	    0.8738	    0.8759	    0.8770	
137	H11	    0.00	   36.00	   72.00	 0.00918	 0.00909	 0.02716	    8.20	    1.65	  -22.36	    0.0077	    0.0094	    0.0112	    0.0134	    0.0220	    0.0305	    0.0348	    0.0372	    0.0376	    0.0363	    0.0332	    0.0276	    0.0220	    0.0174	    0.0130	    0.0103	    0.0088	    0.0071	    0.0058	    0.0053	    0.0051	    0.0053	    0.0050	    0.0047	    0.0045	    0.0047	    0.0053	    0.0064	    0.0080	    0.0091	    0.0092	    0.0092	    0.0087	    0.0086	    0.0099	    0.0132	
138	H12	   36.00	   36.00	   72.00	 0.02637	 0.02166	 0.03632	   16.34	   11.25	  -14.86	    0.0097	    0.0138	    0.0156	    0.0183	    0.0318	    0.0442	    0.0486	    0.0491	    0.0487	    0.0466	    0.0420	    0.0364	    0.0309	    0.0249	    0.0189	    0.0167	    0.0164	    0.0150	    0.0137	    0.0155	    0.0197	    0.0243	    0.0270	    0.0271	    0.0265	    0.0276	    0.0323	    0.0396	    0.0477	    0.0534	    0.0556	    0.0553	    0.0540	    0.0546	    0.0596	    0.0682	
139	H13	   72.00	   36.00	   72.00	 0.04903	 0.03597	 0.03658	   22.29	   20.18	   -4.76	    0.0128	    0.0157	    0.0177	    0.0200	    0.0354	    0.0466	    0.0496	    0.0491	    0.0476	    0.0448	    0.0411	    0.0376	    0.0341	    0.0276	    0.0212	    0.0196	    0.0203	    0.0185	    0.0185	    0.0261	    0.0414	    0.0553	    0.0618	    0.0634	    0.0648	    0.0678	    0.0739	    0.0822	    0.0910	    0.0967	    0.0985	    0.0983	    0.0973	    0.0983	    0.1050	    0.1161	
140	H14	  109.00	   36.00	   72.00	 0.08716	 0.05805	 0.03595	   28.91	   30.80	    7.07	    0.0180	    0.0215	    0.0236	    0.0253	    0.0383	    0.0496	    0.0500	    0.0475	    0.0444	    0.0411	    0.0387	    0.0379	    0.0368	    0.0307	    0.0243	    0.0230	    0.0232	    0.0207	    0.0215	    0.0356	    0.0706	    0.1074	    0.1239	    0.1296	    0.1337	    0.1394	    0.1480	    0.1591	    0.1705	    0.1779	    0.1801	    0.1796	    0.1783	    0.1795	    0.1889	    0.2045	
141	H15	  145.00	   36.00	   72.00	 0.14002	 0.08837	 0.03510	   35.67	   40.10	   19.27	    0.0266	    0.0251	    0.0281	    0.0293	    0.0428	    0.0513	    0.0487	    0.0449	    0.0406	    0.0378	    0.0372	    0.0399	    0.0411	    0.0356	    0.0294	    0.0279	    0.0273	    0.0236	    0.0249	    0.0455	    0.1064	    0.1783	    0.2121	    0.2241	    0.2317	    0.2401	    0.2522	    0.2666	    0.2814	    0.2904	    0.2935	    0.2930	    0.2914	    0.2935	    0.3053	    0.3239	
142	H16	  182.00	   36.00	   72.00	 0.20457	 0.12372	 0.03384	   41.80	   49.07	   30.69	    0.0275	    0.0297	    0.0313	    0.0316	    0.0448	    0.0513	    0.0473	    0.0423	    0.0376	    0.0344	    0.0351	    0.0398	    0.0427	    0.0381	    0.0326	    0.0311	    0.0293	    0.0250	    0.0269	    0.0537	    0.1450	    0.2629	    0.3215	    0.3437	    0.3567	    0.3680	    0.3818	    0.3975	    0.4130	    0.4231	    0.4269	    0.4273	    0.4268	    0.4301	    0.4420	    0.4607	
143	H17	  218.00	   36.00	   72.00	 0.28646	 0.16845	 0.03226	   48.06	   57.49	   42.57	    0.0329	    0.0339	    0.0343	    0.0333	    0.0440	    0.0498	    0.0444	    0.0387	    0.0348	    0.0321	    0.0335	    0.0399	    0.0450	    0.0418	    0.0366	    0.0353	    0.0324	    0.0271	    0.0296	    0.0635	    0.1904	    0.3667	    0.4604	    0.4990	    0.5192	    0.5332	    0.5472	    0.5618	    0.5757	    0.5855	    0.5907	    0.5933	    0.5954	    0.5999	    0.6095	    0.6235	
144	H18	  255.00	   36.00	   72.00	 0.40823	 0.23238	 0.03535	   55.32	   68.05	   52.98	    0.0409	    0.0413	    0.0416	    0.0403	    0.0525	    0.0566	    0.0491	    0.0424	    0.0369	    0.0337	    0.0353	    0.0428	    0.0494	    0.0462	    0.0408	    0.0392	    0.0353	    0.0287	    0.0319	    0.0747	    0.2444	    0.4988	    0.6545	    0.7326	    0.7738	    0.7953	    0.8106	    0.8228	    0.8334	    0.8422	    0.8504	    0.8573	    0.8645	    0.8699	    0.8721	    0.8720	
145	I1	    0.00	   72.00	   72.00	 0.00926	 0.01308	 0.03309	   11.33	  -11.54	  -21.33	    0.0124	    0.0118	    0.0117	    0.0130	    0.0213	    0.0313	    0.0391	    0.0428	    0.0446	    0.0458	    0.0455	    0.0436	    0.0403	    0.0355	    0.0290	    0.0221	    0.0152	    0.0093	    0.0054	    0.0038	    0.0035	    0.0032	    0.0030	    0.0032	    0.0033	    0.0035	    0.0034	    0.0033	    0.0035	    0.0036	    0.0035	    0.0035	    0.0039	    0.0040	    0.0047	    0.0051	
146	I2	   36.00	   72.00	   72.00	 0.03005	 0.03421	 0.04447	   21.66	   -4.97	  -10.62	    0.0064	    0.0115	    0.0145	    0.0186	    0.0330	    0.0472	    0.0535	    0.0560	    0.0582	    0.0590	    0.0589	    0.0580	    0.0564	    0.0519	    0.0455	    0.0414	    0.0388	    0.0333	    0.0276	    0.0254	    0.0252	    0.0256	    0.0253	    0.0243	    0.0241	    0.0254	    0.0285	    0.0334	    0.0390	    0.0425	    0.0429	    0.0418	    0.0396	    0.0393	    0.0438	    0.0532	
147	I3	   72.00	   72.00	   72.00	 0.05498	 0.05358	 0.04719	   27.73	    3.96	   -1.66	    0.0131	    0.0148	    0.0175	    0.0200	    0.0361	    0.0516	    0.0566	    0.0590	    0.0608	    0.0620	    0.0620	    0.0618	    0.0609	    0.0569	    0.0512	    0.0496	    0.0503	    0.0469	    0.0443	    0.0483	    0.0547	    0.0584	    0.0586	    0.0575	    0.0587	    0.0616	    0.0665	    0.0734	    0.0804	    0.0846	    0.0855	    0.0839	    0.0821	    0.0826	    0.0895	    0.1018	
148	I4	  109.00	   72.00	   72.00	 0.09942	 0.08498	 0.04984	   35.00	   14.64	    9.46	    0.0136	    0.0197	    0.0219	    0.0252	    0.0424	    0.0579	    0.0604	    0.0608	    0.0607	    0.0609	    0.0633	    0.0700	    0.0755	    0.0722	    0.0651	    0.0634	    0.0639	    0.0589	    0.0576	    0.0721	    0.0988	    0.1195	    0.1254	    0.1263	    0.1290	    0.1345	    0.1427	    0.1533	    0.1641	    0.1709	    0.1719	    0.1703	    0.1678	    0.1686	    0.1794	    0.1975	
149	I5	  145.00	   72.00	   72.00	 0.16176	 0.12646	 0.05126	   42.23	   24.79	   21.18	    0.0251	    0.0253	    0.0286	    0.0311	    0.0476	    0.0615	    0.0618	    0.0609	    0.0592	    0.0586	    0.0637	    0.0770	    0.0897	    0.0885	    0.0810	    0.0795	    0.0785	    0.0708	    0.0710	    0.0976	    0.1551	    0.2061	    0.2238	    0.2287	    0.2341	    0.2419	    0.2532	    0.2675	    0.2815	    0.2907	    0.2931	    0.2913	    0.2890	    0.2908	    0.3035	    0.3259	
150	I6	  182.00	   72.00	   72.00	 0.22845	 0.16538	 0.04724	   47.67	   34.94	   32.70	    0.0273	    0.0296	    0.0322	    0.0318	    0.0469	    0.0583	    0.0566	    0.0544	    0.0517	    0.0512	    0.0575	    0.0749	    0.0928	    0.0938	    0.0871	    0.0860	    0.0832	    0.0739	    0.0759	    0.1144	    0.2076	    0.2996	    0.3360	    0.3483	    0.3574	    0.3673	    0.3799	    0.3947	    0.4092	    0.4188	    0.4222	    0.4216	    0.4209	    0.4235	    0.4355	    0.4577	
151	I7	  218.00	   72.00	   72.00	 0.32560	 0.22300	 0.05078	   54.34	   44.98	   42.32	    0.0391	    0.0372	    0.0382	    0.0389	    0.0544	    0.0645	    0.0618	    0.0576	    0.0535	    0.0525	    0.0601	    0.0815	    0.1043	    0.1066	    0.0988	    0.0974	    0.0935	    0.0817	    0.0855	    0.1395	    0.2793	    0.4294	    0.4960	    0.5214	    0.5363	    0.5482	    0.5613	    0.5756	    0.5895	    0.5995	    0.6046	    0.6068	    0.6090	    0.6132	    0.6227	    0.6391	
152	I8	  255.00	   72.00	   72.00	 0.46141	 0.30184	 0.05170	   61.81	   55.69	   54.72	    0.0460	    0.0427	    0.0420	    0.0409	    0.0553	    0.0624	    0.0595	    0.0561	    0.0528	    0.0521	    0.0626	    0.0923	    0.1254	    0.1265	    0.1105	    0.1073	    0.1058	    0.0914	    0.0974	    0.1744	    0.3703	    0.5917	    0.7120	    0.7713	    0.8021	    0.8186	    0.8314	    0.8426	    0.8527	    0.8610	    0.8687	    0.8755	    0.8829	    0.8883	    0.8904	    0.8929	
153	I9	    0.00	  109.00	   72.00	 0.01165	 0.02187	 0.03799	   16.44	  -25.09	  -15.75	    0.0132	    0.0130	    0.0144	    0.0158	    0.0241	    0.0330	    0.0402	    0.0446	    0.0475	    0.0501	    0.0564	    0.0663	    0.0730	    0.0696	    0.0573	    0.0412	    0.0262	    0.0141	    0.0074	    0.0051	    0.0045	    0.0042	    0.0043	    0.0046	    0.0046	    0.0047	    0.0046	    0.0048	    0.0049	    0.0048	    0.0045	    0.0044	    0.0046	    0.0052	    0.0060	    0.0067	
154	I10	   36.00	  109.00	   72.00	 0.03471	 0.05080	 0.05622	   26.96	  -20.08	   -7.61	    0.0086	    0.0133	    0.0184	    0.0233	    0.0391	    0.0552	    0.0626	    0.0670	    0.0698	    0.0729	    0.0786	    0.0883	    0.0965	    0.0961	    0.0878	    0.0786	    0.0686	    0.0544	    0.0405	    0.0324	    0.0283	    0.0259	    0.0238	    0.0222	    0.0222	    0.0232	    0.0258	    0.0300	    0.0350	    0.0381	    0.0375	    0.0355	    0.0330	    0.0322	    0.0370	    0.0466	
155	I11	   72.00	  109.00	   72.00	 0.07126	 0.08432	 0.06021	   34.87	   -9.42	    4.13	    0.0123	    0.0161	    0.0205	    0.0250	    0.0428	    0.0600	    0.0664	    0.0706	    0.0734	    0.0765	    0.0837	    0.0961	    0.1085	    0.1106	    0.1046	    0.1006	    0.0975	    0.0876	    0.0772	    0.0740	    0.0733	    0.0718	    0.0686	    0.0662	    0.0669	    0.0700	    0.0755	    0.0831	    0.0914	    0.0962	    0.0962	    0.0937	    0.0899	    0.0895	    0.0972	    0.1131	
156	I12	  109.00	  109.00	   72.00	 0.11994	 0.12523	 0.06172	   42.04	   -0.56	   15.80	    0.0140	    0.0204	    0.0224	    0.0262	    0.0454	    0.0615	    0.0671	    0.0701	    0.0725	    0.0759	    0.0852	    0.1041	    0.1235	    0.1292	    0.1245	    0.1237	    0.1255	    0.1191	    0.1137	    0.1209	    0.1311	    0.1358	    0.1341	    0.1322	    0.1346	    0.1397	    0.1477	    0.1579	    0.1685	    0.1748	    0.1752	    0.1728	    0.1694	    0.1707	    0.1820	    0.2002	
157	I13	  145.00	  109.00	   72.00	 0.17774	 0.16734	 0.06275	   47.92	    9.03	   25.48	    0.0224	    0.0248	    0.0273	    0.0292	    0.0495	    0.0651	    0.0678	    0.0696	    0.0700	    0.0725	    0.0844	    0.1108	    0.1402	    0.1497	    0.1446	    0.1442	    0.1453	    0.1369	    0.1344	    0.1552	    0.1908	    0.2159	    0.2216	    0.2221	    0.2261	    0.2333	    0.2439	    0.2569	    0.2705	    0.2785	    0.2800	    0.2782	    0.2753	    0.2770	    0.2893	    0.3102	
158	I14	  182.00	  109.00	   72.00	 0.25282	 0.21580	 0.06031	   53.58	   20.12	   36.34	    0.0272	    0.0299	    0.0314	    0.0328	    0.0502	    0.0633	    0.0648	    0.0648	    0.0641	    0.0660	    0.0789	    0.1112	    0.1497	    0.1636	    0.1597	    0.1600	    0.1589	    0.1477	    0.1482	    0.1863	    0.2610	    0.3227	    0.3428	    0.3489	    0.3561	    0.3650	    0.3768	    0.3907	    0.4048	    0.4140	    0.4170	    0.4161	    0.4150	    0.4176	    0.4295	    0.4492	
159	I15	  218.00	  109.00	   72.00	 0.35326	 0.28081	 0.06427	   59.96	   30.35	   45.56	    0.0405	    0.0367	    0.0372	    0.0387	    0.0563	    0.0693	    0.0692	    0.0675	    0.0657	    0.0676	    0.0817	    0.1212	    0.1701	    0.1870	    0.1804	    0.1797	    0.1785	    0.1640	    0.1674	    0.2264	    0.3491	    0.4599	    0.5039	    0.5200	    0.5308	    0.5409	    0.5531	    0.5668	    0.5804	    0.5895	    0.5946	    0.5968	    0.5984	    0.6026	    0.6119	    0.6254	
