CGATS.17
NUMBER_OF_FIELDS 7
BEGIN_DATA_FORMAT
SAMPLE_ID RGB_R RGB_G RGB_B LAB_L LAB_A LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS 522
BEGIN_DATA
1	 11.03	 12.95	 12.74	  2.77	 -0.04	 -0.65
2	 23.86	 16.66	 15.34	  8.97	 11.58	  5.95
3	 37.97	 18.48	 15.67	 14.42	 22.24	 13.34
4	 59.47	 22.32	 17.62	 21.74	 34.58	 24.24
5	 85.51	 27.22	 19.84	 29.28	 45.45	 35.81
6	114.58	 31.48	 20.72	 36.72	 56.38	 47.73
7	141.33	 34.63	 20.99	 42.66	 65.69	 58.64
8	175.30	 37.98	 21.70	 49.28	 77.04	 72.53
9	 15.19	 21.69	 19.04	 10.34	 -9.96	  1.96
10	 25.25	 24.29	 18.99	 13.99	  1.23	  8.27
11	 43.77	 28.96	 20.37	 20.43	 14.62	 17.95
12	 65.55	 33.07	 22.02	 26.55	 27.09	 27.53
13	 89.80	 39.20	 23.27	 32.93	 37.40	 37.86
14	118.96	 45.39	 24.72	 40.15	 48.33	 50.15
15	151.48	 52.49	 26.82	 47.25	 58.17	 62.54
16	191.52	 59.12	 29.28	 54.82	 69.53	 74.11
17	 18.49	 31.63	 24.35	 16.42	-22.23	  7.23
18	 30.51	 36.34	 23.60	 19.99	 -8.52	 15.48
19	 45.91	 43.45	 26.15	 25.65	  1.79	 22.78
20	 69.71	 49.82	 26.79	 32.60	 14.38	 34.46
21	 95.89	 56.01	 28.52	 39.01	 26.45	 43.75
22	125.24	 63.33	 30.03	 45.78	 37.52	 55.09
23	157.50	 71.19	 31.99	 52.61	 47.83	 66.93
24	198.89	 81.18	 35.34	 60.69	 59.18	 79.52
25	 19.76	 41.34	 27.85	 21.60	-34.38	 11.51
26	 30.35	 46.57	 26.97	 25.09	-22.94	 20.02
27	 48.12	 55.64	 28.65	 31.27	-10.19	 30.02
28	 72.47	 66.98	 31.80	 38.72	  1.17	 40.22
29	 96.69	 74.26	 33.86	 44.37	 11.98	 48.83
